n,p,time
480,-1,0.109927
960,-1,1.97839
1440,-1,1.63444
1920,-1,3.08626
2400,-1,7.47691
2880,-1,10.6208
3360,-1,23.3404
3840,-1,36.5625
4320,-1,53.5582
4800,-1,68.8916
