n,p,time
1500,3,14.2021
1500,5,14.0149
1500,15,15.7551
1500,1,11.4897
1500,2,6.14224
1500,4,12.6271
1500,6,9.96197
1500,10,13.6136
1500,12,13.9674
1500,20,23.158
